airline,year,quarter,metric,value,unit,source
SOUTHWEST,2025,FY,FUEL_CASK,2.92,cents_per_ask,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,OPERATING_REVENUE,20821000.0,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,OPERATING_COST,20510000.0,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,EBITDA,1226000.0,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,EBITDA_MARGIN,,,placeholder
SOUTHWEST,2025,FY,EBITDA_ASK,,,placeholder
SOUTHWEST,2025,FY,EBITDA_INT,,,placeholder
SOUTHWEST,2025,FY,DEPRECIATION,1189000.0,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,NET_INCOME,118000.0,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,INTEREST,120000.0,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,TOTAL_DEBT,,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,OPERATING_CASH_FLOW,,,placeholder
SOUTHWEST,2025,FY,NET_CASH_FLOW,,,placeholder
SOUTHWEST,2025,FY,FUEL_COST,3907000.0,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,MAINTENANCE_COST,1638000.0,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,SALARIES,9583000.0,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,LANDING_FEES,1549980.0,thousands_USD,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,AIRPLANES,,units,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2025,FY,DEPARTURES,,thousands,Image2-Delta-United-American-JetBlue-Southwest
SOUTHWEST,2024,FY,OPERATING_REVENUE,27483417.0,thousands_USD,bts-p12-fy2024
SOUTHWEST,2024,FY,OPERATING_COST,27162302.0,thousands_USD,bts-p12-fy2024
SOUTHWEST,2024,FY,NET_INCOME,465248.0,thousands_USD,bts-p12-fy2024
SOUTHWEST,2024,FY,DEPRECIATION,1671004.0,thousands_USD,bts-p12-fy2024
SOUTHWEST,2025,FY,OPERATING_REVENUE,28062572.0,thousands_USD,bts-p12-fy2025
SOUTHWEST,2025,FY,OPERATING_COST,27634566.0,thousands_USD,bts-p12-fy2025
SOUTHWEST,2025,FY,NET_INCOME,440642.0,thousands_USD,bts-p12-fy2025
SOUTHWEST,2025,FY,DEPRECIATION,1575282.0,thousands_USD,bts-p12-fy2025
