airline,year,quarter,metric,value,unit,source
LATAM,2024,FY,AIRPLANES,343.0,units,Image4-Avianca-LATAM-Copa-FY
LATAM,2024,FY,DEPARTURES,338664.0,units,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,ASM,,thousands,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,ASK,170812.0,millions,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,RPM,,thousands,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,RPK,144110.0,millions,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,LOAD_FACTOR,0.84,decimal,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,TOTAL_RASK,8.49,usd_per_ask,Image1-Consolidated-Metrics-ASK
LATAM,2025,FY,PAX_RASK,7.38,usd_per_ask,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,YIELD,8.75,usd_per_ask,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,PRASK,1.21,usd_per_ask,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,CASK,7.11,usd_per_ask,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,CASK_EX,4.88,usd_per_ask,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,FUEL_CASK,2.23,usd_per_ask,Image1-Consolidated-Metrics-ASK
LATAM,2025,FY,OPERATING_REVENUE,14499990.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,OPERATING_COST,12140039.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,EBITDA,4091049.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,EBITDA_MARGIN,0.2822,decimal,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,EBITDA_ASK,23.95,cents_per_ask,Image1-Consolidated-Metrics-ASK
LATAM,2025,FY,EBITDA_INT,3369633.0,thousands_USD,Image1-Consolidated-Metrics-ASK
LATAM,2025,FY,DEPRECIATION,1736098.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,NET_INCOME,1624753.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,INTEREST,-721416.0,thousands_USD,Image1-Consolidated-Metrics-ASK
LATAM,2025,FY,TOTAL_DEBT,5938413.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,OPERATING_CASH_FLOW,3737096.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,NET_CASH_FLOW,137700.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,FUEL_COST,3804821.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,MAINTENANCE_COST,862647.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,SALARIES,1922909.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,LANDING_FEES,1638809.0,thousands_USD,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,AIRPLANES,371.0,units,Image4-Avianca-LATAM-Copa-FY
LATAM,2025,FY,DEPARTURES,341125.0,units,Image4-Avianca-LATAM-Copa-FY
