NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-82072.96,-83964.78,168509.21,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,168509.21,108593.02,86236.69,30757.70,990.10,0.00,24448.83,0.00,1447.65,0.00,252473.99,-20.57,0.00,0.00,0.00,0.00,1912.39,1891.82,-82072.96,0.00,-82072.96,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2025,3
-82049.62,-65132.11,887195.43,416.64,,27741.53,59023.62,,1835.93,,,3553.29,344.45,,109636.95,1089747.85,424017.63,110699.63,107551.52,233581.20,65233.00,91952.18,,60288.80,61555.99,1154879.96,-36445.23,17799.77,-1805.66,,,-44.50,-20495.61,-85627.73,-3578.10,-82049.62,,,,-82049.62,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2025,3
-79804.04,-80941.52,166818.76,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,166818.76,110498.59,85576.43,29153.09,827.08,0.00,20301.84,0.00,1403.26,0.00,247760.28,-23.31,0.00,0.00,0.00,0.00,1160.80,1137.48,-79804.04,0.00,-79804.04,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2025,2
-77573.26,-78661.07,171502.90,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,171502.90,110289.48,91043.37,29892.36,972.31,0.00,16436.51,0.00,1529.94,0.00,250163.97,-17.67,0.00,0.00,0.00,0.00,1105.48,1087.80,-77573.26,0.00,-77573.26,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2025,4
-76633.38,-46526.52,1398052.88,0.00,,201.08,96363.23,,1168.00,0.00,,10232.36,6366.50,0.00,125817.16,1638201.22,719338.14,201338.04,164731.41,280810.49,80396.42,115521.15,,122029.37,562.73,1684727.74,-102833.20,1984.17,46.97,17830.24,407.74,31977.25,-50586.82,-97113.34,-20479.96,-76633.38,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2025,2
-74104.36,-75220.56,160558.89,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,160558.89,104394.74,83416.97,25665.15,723.59,0.00,20182.52,0.00,1396.48,0.00,235779.45,-26.30,0.00,0.00,0.00,0.00,1142.50,1116.20,-74104.36,0.00,-74104.36,0.00,0.00,0.00,,0.00,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2025,1
-68942.78,-69446.34,545889.09,0.00,,0.00,168738.71,,0.00,0.00,,39820.70,54531.34,0.00,32339.94,841319.78,530322.88,84391.91,55892.85,170591.88,37002.08,9378.19,0.00,23186.32,0.00,910766.12,-7465.38,8700.68,0.00,0.00,0.00,0.00,1235.30,-68211.04,731.73,-68942.78,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2025,3
-67979.43,23579.94,131895.73,0.00,,0.00,14338.60,,10871.53,0.00,,3225.37,4025.48,2322.63,138920.12,305599.46,149570.48,28174.61,14236.41,44451.58,23396.22,14100.98,0.00,8089.25,0.00,282019.52,0.00,-11104.29,0.00,0.00,0.00,-80455.07,-91559.37,-67979.43,0.00,-67979.43,0.00,0.00,0.00,,0.00,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,2,2,2025,4
-67040.45,-67040.45,1368715.72,3502.28,,127565.93,12777.04,,0.00,0.00,,4345.03,167476.16,0.00,37483.55,1721865.71,698543.37,260391.92,175426.20,234590.71,92419.70,250186.52,0.00,70690.20,6657.54,1788906.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-67040.45,0.00,-67040.45,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2025,4
-63073.90,-53734.71,424477.67,0.00,,66.84,34176.17,,0.00,0.00,,3368.48,2008.46,0.00,47655.97,511753.58,241879.27,70348.58,57067.44,90283.79,28748.96,34704.94,,42332.50,122.81,565488.29,-35073.12,313.80,76.15,5823.85,-37.28,6463.55,-22433.05,-76167.76,-13093.85,-63073.90,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2025,4
-61525.00,-75282.00,1459649.00,7531.00,,22342.00,79080.00,,6776.00,246.00,,27900.00,27721.00,4214.00,538451.00,2173909.00,691655.00,181632.00,195270.00,335855.00,106720.00,207472.00,,106755.00,423832.00,2249191.00,-43952.00,5483.00,0.00,-1984.00,254.00,34850.00,-5349.00,-80631.00,-19105.00,-61525.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2025,1
-57915.27,-62913.12,575011.81,0.00,,0.00,176142.04,,0.00,0.00,,43769.49,53208.94,0.00,26145.25,874277.52,538828.96,74693.80,55538.31,173778.53,39120.66,34830.83,0.00,20399.57,0.00,937190.64,-6734.01,11590.12,0.00,0.00,0.00,0.00,4856.10,-58057.02,-141.75,-57915.27,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2025,2
-52506.12,5082.71,91718.08,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,91718.08,30550.13,34267.79,4000.17,-220.93,0.00,12217.00,0.00,5821.20,0.00,86635.37,0.00,-5159.31,0.00,0.00,0.00,-52429.52,-57588.83,-52506.12,0.00,-52506.12,0.00,0.00,0.00,,0.00,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2025,1
-49290.51,-48283.06,492342.08,51.83,,17827.14,16464.65,,426.21,0.00,,40.62,4627.45,0.00,53999.31,585779.28,253195.46,82254.63,63525.60,103005.86,31925.92,66930.48,,31339.54,1884.85,634062.34,-2966.14,-14209.01,-3460.35,-275.65,0.00,886.90,-20024.24,-68307.30,-19016.78,-49290.51,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2025,1
-41146.61,-7787.38,1045042.38,559.76,,29018.55,60359.15,,2491.07,,,2786.85,386.19,,114720.97,1255364.92,458477.58,119451.13,110772.72,235810.77,64236.47,145445.54,,66324.86,62633.23,1263152.31,-43803.12,21707.75,-1448.82,,,5612.09,-17932.10,-25719.48,15427.13,-41146.61,,,,-41146.61,,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2025,2
-40954.40,-17403.98,54813.75,0.00,,0.00,19376.14,,0.00,0.00,,2617.50,46776.27,0.00,65.97,123649.64,79031.20,10519.55,10387.40,13987.92,5912.41,13728.99,0.00,7486.14,0.00,141053.61,0.00,-5365.87,-43.39,0.00,0.00,-17932.17,-23341.43,-40745.40,209.00,-40954.40,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2025,3
-36062.51,-39436.09,544699.91,0.00,,0.00,195351.49,,0.00,0.00,,57486.98,45727.59,0.00,24534.46,867800.43,524936.26,78686.90,54741.81,175814.86,41609.05,12006.92,0.00,19440.72,0.00,907236.52,-6380.05,12474.47,0.00,0.00,0.00,0.00,6094.43,-33341.66,2720.84,-36062.51,0.00,0.00,0.00,,0.00,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2025,1
-34050.32,-21734.68,364807.74,0.00,,0.00,96397.36,,18852.29,0.00,,21815.37,44412.73,0.00,6288.47,552573.95,264310.85,69242.64,35355.67,85591.11,24293.89,36777.55,0.00,58736.92,0.00,574308.63,-30881.38,0.00,0.00,0.00,0.00,9985.92,-20895.46,-42630.14,-8579.82,-34050.32,0.00,,0.00,0.00,0.00,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,3,3,2025,3
-31722.00,-3960.00,133556.00,123.00,,5337.00,4107.00,,418.00,3.00,,-130.00,6319.00,87.00,6835.00,156654.00,65272.00,20635.00,15230.00,22060.00,8458.00,19500.00,,9459.00,0.00,160614.00,-1277.00,-5783.00,0.00,-93.00,0.00,491.00,-6663.00,-10622.00,21099.00,-31722.00,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2025,4
-31639.89,-26808.95,83276.89,0.00,,0.00,13277.19,,2715.22,0.00,,2767.03,4476.56,2254.92,122952.23,231720.04,143599.92,21492.06,13355.14,42006.23,17126.19,14706.26,0.00,6243.21,0.00,258528.99,0.00,-6967.39,0.00,0.00,0.00,2136.46,-4830.94,-31639.89,0.00,-31639.89,0.00,0.00,0.00,,0.00,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,2,2,2025,3
-28362.09,-28362.09,315516.72,1150.34,,24657.73,1985.44,,0.00,0.00,,903.56,39648.19,0.00,9708.55,393570.53,163605.30,60161.29,41663.45,55175.66,22562.84,59929.51,0.00,17299.24,1535.34,421932.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-28362.09,0.00,-28362.09,0.00,0.00,0.00,,0.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2025,2
-26410.00,-34153.00,198528.00,0.00,,82.00,10756.00,,922.00,33.00,,3795.00,0.00,0.00,0.00,214115.00,94072.00,24704.00,26559.00,45680.00,14515.00,28218.00,,14520.00,0.00,248268.00,-5978.00,746.00,0.00,0.00,35.00,4740.00,-458.00,-34611.00,-8201.00,-26410.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2025,1
-26220.75,-17919.65,535683.01,0.00,,95.09,45200.19,,119.33,0.00,,4363.73,2985.21,0.00,54669.00,643115.56,287326.40,85736.43,65142.46,104569.98,30731.62,39163.73,,48137.42,227.17,661035.21,-39483.68,426.24,-40.75,6832.16,6.58,14229.57,-18029.87,-35949.52,-9728.77,-26220.75,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2025,3
-25992.43,-12903.74,488639.51,0.00,,74.05,35486.47,,0.00,0.00,,3768.14,2344.51,0.00,46333.10,576645.79,255704.13,74899.80,56797.88,90075.83,28164.48,39946.02,,43764.26,197.13,589549.53,-36101.48,695.09,16.46,6257.39,811.73,8285.76,-20035.06,-32938.80,-6946.37,-25992.43,0.00,0.00,0.00,0.00,0.00,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2025,2
-25566.39,-19148.78,50024.65,0.00,,0.00,14372.98,,0.00,0.00,,1940.91,39643.18,0.00,80.92,106062.64,64113.06,7841.96,8623.27,10852.21,4902.43,22338.38,0.00,6540.12,0.00,125211.42,0.00,-5658.10,-27.06,0.00,0.00,-1148.09,-6833.26,-25982.04,-415.65,-25566.39,0.00,0.00,0.00,,0.00,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2025,2
-25551.82,-21644.08,126994.32,3.79,,9569.84,5756.38,,0.00,0.00,,9.59,1159.52,0.00,9284.73,152778.18,70707.12,19731.91,21279.56,23534.82,12345.90,19129.54,,7222.71,470.69,174422.26,-1026.69,-4572.55,-573.25,-50.25,0.00,171.03,-6051.71,-27695.79,-2143.97,-25551.82,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2025,2
-24946.00,-9435.00,162320.00,0.00,,-84.00,9571.00,,904.00,26.00,,6135.00,0.00,0.00,0.00,178872.00,72721.00,17285.00,22721.00,36208.00,10794.00,17648.00,,10930.00,0.00,188307.00,-4322.00,373.00,0.00,0.00,0.00,4189.00,240.00,-9195.00,15751.00,-24946.00,0.00,0.00,0.00,,0.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2025,4
-23447.66,-3814.80,12230.49,0.00,0.00,0.00,2008.72,0.00,24.00,0.00,0.00,112.77,408.52,0.00,0.00,14784.49,7384.22,2952.21,3536.14,-1335.66,2024.95,3675.02,0.00,362.40,0.00,18599.29,-10202.77,-92.60,0.00,0.00,0.00,-9337.49,-19632.86,-23447.66,0.00,-23447.66,0.00,0.00,0.00,0.00,0.00,20401,3M,Silver Airways,3M,Silver Airways,06888,D,2,2,2025,1
-23445.66,-21032.34,67817.33,0.00,,0.00,9772.32,,27603.15,0.00,,2208.84,1974.52,2083.35,96402.66,207862.17,124541.76,16136.82,10309.92,35202.54,28190.43,10780.25,0.00,3732.80,0.00,228894.51,0.00,-4597.82,0.00,0.00,0.00,2184.50,-2413.32,-23445.66,0.00,-23445.66,0.00,0.00,0.00,,0.00,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,2,2,2025,1
-19477.95,-19193.56,132338.47,5.24,,8611.60,5362.06,,1223.88,0.00,,13.23,1507.02,0.00,11438.49,160499.98,75380.03,18785.43,19618.92,24236.77,11988.57,21794.28,,7435.70,453.84,179693.55,-965.98,-4627.46,-1126.93,-89.77,0.00,332.55,-6477.60,-25671.17,-6193.22,-19477.95,0.00,0.00,0.00,,0.00,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2025,1
-19426.14,-19636.61,312553.08,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,312553.08,159114.23,98813.15,19627.99,13030.82,0.00,34079.84,0.00,7523.67,0.00,332189.69,0.00,-5731.20,0.00,0.00,8.01,-266.80,-5989.98,-25626.59,-6200.44,-19426.14,0.00,0.00,0.00,,0.00,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,07028,D,2,2,2025,4
-18901.03,-165.92,107476.30,0.00,,23997.31,30042.58,,45120.36,0.00,,5396.20,1432.44,0.00,25083.83,238549.02,108250.66,20480.43,12841.87,38228.24,11194.91,26803.72,0.00,20598.43,316.67,238714.94,-8417.18,-104.34,0.00,0.00,50.08,1338.95,-7132.48,-7298.40,11602.63,-18901.03,0.00,0.00,0.00,,0.00,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2025,1
-17815.44,12363.54,,99.17,,154886.02,,,,274678.10,,,,,16242.11,445905.40,196942.33,116018.60,,31985.52,10449.77,6180.79,,20818.02,51146.83,433541.87,-0.09,5977.97,,-13.85,,0.00,5964.03,18327.57,512.13,,,,,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2025,1
