YEAR,QUARTER,MONTH,AIRLINE_ID,UNIQUE_CARRIER,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,SATL_GALLONS,SPAC_GALLONS,SLAT_GALLONS,SINT_GALLONS,TS_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,NATL_GALLONS,NPAC_GALLONS,NLAT_GALLONS,MAC_GALLONS,NINT_GALLONS,TN_GALLONS,TDOMT_GALLONS,TINT_GALLONS,TOTAL_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,SATL_COST,SPAC_COST,SLAT_COST,SINT_COST,TS_COST,NALA_COST,NDOM_COST,NDOMT_COST,NATL_COST,NPAC_COST,NLAT_COST,MAC_COST,NINT_COST,TN_COST,TDOMT_COST,TINT_COST,TOTAL_COST
2024,1,1,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,0.00,811.00,811.00,0.00,0.00,0.00,0.00,811.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,811.00,0.00,811.00,0.00,4834.00,4834.00,0.00,0.00,0.00,0.00,4834.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4834.00,0.00,4834.00
2024,1,1,20100,PO,PO,Polar Air Cargo Airways,3,0.00,989248.00,989248.00,0.00,4736655.00,0.00,4736655.00,5725903.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,989248.00,4736655.00,5725903.00,0.00,2685607.00,2685607.00,0.00,12855999.00,0.00,12855999.00,15541606.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2685607.00,12855999.00,15541606.00
2024,1,1,20107,FX,FX,Federal Express Corporation,3,0.00,48480366.00,48480366.00,14321352.00,27644173.00,2239204.00,44204729.00,92685095.00,7090.00,1215544.00,1222634.00,114654.00,1414287.00,614774.00,307418.00,2451133.00,3673767.00,49703000.00,46655862.00,96358862.00,0.00,125595000.00,125595000.00,37911000.00,71948000.00,6140000.00,115999000.00,241594000.00,19000.00,3137000.00,3156000.00,304000.00,3584000.00,1608000.00,1013000.00,6509000.00,9665000.00,128751000.00,122508000.00,251259000.00
2024,1,1,20108,NC,NC,Northern Air Cargo Inc.,2,304810.00,1148553.00,1453363.00,0.00,0.00,607394.00,607394.00,2060757.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1453363.00,607394.00,2060757.00,779105.00,3025345.00,3804450.00,0.00,0.00,1658044.00,1658044.00,5462494.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3804450.00,1658044.00,5462494.00
2024,1,1,20151,M6,M6,Amerijet International,2,0.00,229969.00,229969.00,115018.00,0.00,1165479.00,1280497.00,1510466.00,0.00,1276001.00,1276001.00,0.00,0.00,25217.00,0.00,25217.00,1301218.00,1505970.00,1305714.00,2811684.00,0.00,604485.00,604485.00,325187.00,0.00,3335343.00,3660530.00,4265015.00,0.00,3691613.00,3691613.00,0.00,0.00,82988.00,0.00,82988.00,3774601.00,4296098.00,3743518.00,8039616.00
2024,1,1,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112707.00,112707.00,0.00,0.00,19067.00,0.00,19067.00,131774.00,112707.00,19067.00,131774.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,716397.00,716397.00,0.00,0.00,121494.00,0.00,121494.00,837891.00,716397.00,121494.00,837891.00
2024,1,1,20169,L2,L2,Lynden Air Cargo Airlines,2,155774.00,0.00,155774.00,0.00,0.00,0.00,0.00,155774.00,29173.00,93353.00,122526.00,2830.00,0.00,0.00,0.00,2830.00,125356.00,278300.00,2830.00,281130.00,424229.00,0.00,424229.00,0.00,0.00,0.00,0.00,424229.00,86485.00,234761.00,321246.00,7678.00,0.00,0.00,0.00,7678.00,328924.00,745475.00,7678.00,753153.00
2024,1,1,20177,PFQ,PFQ,Asia Pacific,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,534455.00,0.00,0.00,534455.00,534455.00,0.00,534455.00,534455.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1620582.00,0.00,0.00,1620582.00,1620582.00,0.00,1620582.00,1620582.00
2024,1,1,20195,WI,WI,Sky Lease Cargo,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,478862.00,0.00,478862.00,478862.00,0.00,478862.00,478862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1294828.00,0.00,1294828.00,1294828.00,0.00,1294828.00,1294828.00
2024,1,1,20207,XP,XP,TEM Enterprises dba  Avelo Airlines,2,0.00,2476346.00,2476346.00,0.00,0.00,0.00,0.00,2476346.00,0.00,87587.00,87587.00,0.00,0.00,16765.00,0.00,16765.00,104352.00,2563933.00,16765.00,2580698.00,0.00,7159104.00,7159104.00,0.00,0.00,0.00,0.00,7159104.00,0.00,253214.00,253214.00,0.00,0.00,48468.00,0.00,48468.00,301682.00,7412318.00,48468.00,7460786.00
2024,1,1,20304,OO,OO,SkyWest Airlines Inc.,3,0.00,1971628.00,1971628.00,0.00,0.00,0.00,0.00,1971628.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1971628.00,0.00,1971628.00,0.00,6273746.00,6273746.00,0.00,0.00,0.00,0.00,6273746.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6273746.00,0.00,6273746.00
2024,1,1,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34583.00,34583.00,0.00,0.00,244443.00,0.00,244443.00,279026.00,34583.00,244443.00,279026.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105657.00,105657.00,0.00,0.00,677794.00,0.00,677794.00,783451.00,105657.00,677794.00,783451.00
2024,1,1,20363,9E,9E,Endeavor Air Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,1,20368,G4,G4,Allegiant Air,3,0.00,16376257.00,16376257.00,0.00,0.00,0.00,0.00,16376257.00,0.00,322137.00,322137.00,1345.00,0.00,110961.00,0.00,112306.00,434443.00,16698394.00,112306.00,16810700.00,0.00,47108102.00,47108102.00,0.00,0.00,0.00,0.00,47108102.00,0.00,1023027.00,1023027.00,3883.00,0.00,376072.00,0.00,379955.00,1402982.00,48131129.00,379955.00,48511084.00
2024,1,1,20370,KAQ,KAQ,Kalitta Air LLC,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3804841.00,3804841.00,76721.00,5335154.00,18319.00,1762589.00,7192783.00,10997624.00,3804841.00,7192783.00,10997624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10475954.00,10475954.00,238784.00,14092050.00,47642.00,5761963.00,20140439.00,30616393.00,10475954.00,20140439.00,30616393.00
2024,1,1,20372,KLQ,KLQ,Kalitta Charters II,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81805.00,81805.00,0.00,0.00,0.00,0.00,0.00,81805.00,81805.00,0.00,81805.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270676.00,270676.00,0.00,0.00,0.00,0.00,0.00,270676.00,270676.00,0.00,270676.00
2024,1,1,20377,X9,X9,Omni Air International LLC,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351855.00,351855.00,147954.00,29722.00,246485.00,1582505.00,2006666.00,2358521.00,351855.00,2006666.00,2358521.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1510333.00,1510333.00,416982.00,112199.00,803700.00,6678947.00,8011828.00,9522161.00,1510333.00,8011828.00,9522161.00
2024,1,1,20378,YV,YV,Mesa Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,1,20397,OH,OH,PSA Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,1,20398,MQ,MQ,Envoy Air,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,1,20401,3M,3M,Silver Airways,2,0.00,273742.00,273742.00,208227.00,0.00,0.00,208227.00,481969.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,273742.00,208227.00,481969.00,0.00,1300298.00,1300298.00,161760.00,0.00,0.00,161760.00,1462058.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1300298.00,161760.00,1462058.00
2024,1,1,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,774058.00,774058.00,1089004.00,1608604.00,0.00,1101070.00,3798678.00,4572736.00,774058.00,3798678.00,4572736.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2426064.00,2426064.00,3244094.00,4408696.00,0.00,3642379.00,11295169.00,13721233.00,2426064.00,11295169.00,13721233.00
2024,1,1,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,235280.00,0.00,235280.00,0.00,0.00,0.00,0.00,235280.00,8437.00,51983.00,60420.00,0.00,0.00,0.00,0.00,0.00,60420.00,295700.00,0.00,295700.00,709294.00,0.00,709294.00,0.00,0.00,0.00,0.00,709294.00,25435.00,156712.00,182147.00,0.00,0.00,0.00,0.00,0.00,182147.00,891441.00,0.00,891441.00
2024,1,1,20409,B6,B6,JetBlue Airways,3,0.00,48484118.00,48484118.00,2635857.00,0.00,17719241.00,20355098.00,68839216.00,0.00,7134.00,7134.00,0.00,0.00,0.00,0.00,0.00,7134.00,48491252.00,20355098.00,68846350.00,0.00,137663652.00,137663652.00,7484135.00,0.00,50311225.00,57795360.00,195459012.00,0.00,20433.00,20433.00,0.00,0.00,0.00,0.00,0.00,20433.00,137684085.00,57795360.00,195479445.00
2024,1,1,20416,NK,NK,Spirit Air Lines,3,0.00,39164224.00,39164224.00,0.00,0.00,6695523.00,6695523.00,45859747.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39164224.00,6695523.00,45859747.00,0.00,106036509.00,106036509.00,0.00,0.00,18128021.00,18128021.00,124164530.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106036509.00,18128021.00,124164530.00
2024,1,1,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,3,0.00,5898671.00,5898671.00,0.00,0.00,1401064.00,1401064.00,7299735.00,0.00,956458.00,956458.00,0.00,0.00,77687.00,16132.00,93819.00,1050277.00,6855129.00,1494883.00,8350012.00,0.00,16811213.00,16811213.00,0.00,0.00,3993033.00,3993033.00,20804246.00,0.00,2725904.00,2725904.00,0.00,0.00,221408.00,45976.00,267384.00,2993288.00,19537117.00,4260417.00,23797534.00
2024,1,1,20427,PT,PT,Piedmont Airlines,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,1,20436,F9,F9,Frontier Airlines Inc.,3,0.00,25775645.00,25775645.00,0.00,0.00,3070714.00,3070714.00,28846359.00,0.00,0.00,0.00,0.00,0.00,24150.00,0.00,24150.00,24150.00,25775645.00,3094864.00,28870509.00,0.00,64558908.00,64558908.00,0.00,0.00,8113968.00,8113968.00,72672876.00,0.00,0.00,0.00,0.00,0.00,60842.00,0.00,60842.00,60842.00,64558908.00,8174810.00,72733718.00
2024,1,1,20445,C5,C5,CommuteAir LLC dba CommuteAir,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,1,20447,U7,U7,USA Jet Airlines Inc.,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,437160.00,437160.00,0.00,0.00,13265.00,0.00,13265.00,450425.00,437160.00,13265.00,450425.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1299793.00,1299793.00,0.00,0.00,49429.00,0.00,49429.00,1349222.00,1299793.00,49429.00,1349222.00
2024,1,1,20452,YX,YX,Republic Airline,3,0.00,34308.00,34308.00,0.00,0.00,0.00,0.00,34308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34308.00,0.00,34308.00,0.00,103999.00,103999.00,0.00,0.00,0.00,0.00,103999.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103999.00,0.00,103999.00
2024,1,1,20453,ABX,ABX,ABX Air Inc,2,0.00,41126.00,41126.00,0.00,0.00,0.00,0.00,41126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41126.00,0.00,41126.00,0.00,90412.00,90412.00,0.00,0.00,0.00,0.00,90412.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90412.00,0.00,90412.00
2024,1,1,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,1,21161,09Q,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445333.00,445333.00,33269.00,0.00,3902.00,0.00,37171.00,482504.00,445333.00,37171.00,482504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1803712.00,1803712.00,153906.00,0.00,16675.00,0.00,170581.00,1974293.00,1803712.00,170581.00,1974293.00
2024,1,1,21492,1BQ,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207375.00,207375.00,54045.00,0.00,37740.00,66150.00,157935.00,365310.00,207375.00,157935.00,365310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,914524.00,914524.00,238338.00,0.00,166433.00,291722.00,696493.00,1611017.00,914524.00,696493.00,1611017.00
2024,1,1,21629,KD,KD,Western Global,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89331.00,412395.00,501726.00,50348.00,158466.00,0.00,482236.00,691050.00,1192776.00,501726.00,691050.00,1192776.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,262032.00,1294266.00,1556298.00,151289.00,401508.00,0.00,1580025.00,2132822.00,3689120.00,1556298.00,2132822.00,3689120.00
2024,1,1,21634,KH,KH,Aloha Air Cargo,2,0.00,624462.00,624462.00,0.00,0.00,0.00,0.00,624462.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,624462.00,0.00,624462.00,0.00,1598623.00,1598623.00,0.00,0.00,0.00,0.00,1598623.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1598623.00,0.00,1598623.00
2024,1,1,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,1,21754,2PQ,2PQ,21 Air LLC,1,0.00,13393.00,13393.00,0.00,0.00,0.00,0.00,13393.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13393.00,0.00,13393.00,0.00,25699.00,25699.00,0.00,0.00,0.00,0.00,25699.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25699.00,0.00,25699.00
2024,1,1,21875,37Q,37Q,"Eastern Air Express, LLC (EAX)",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26616.00,26616.00,0.00,0.00,0.00,0.00,0.00,26616.00,26616.00,0.00,26616.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112852.00,112852.00,0.00,0.00,0.00,0.00,0.00,112852.00,112852.00,0.00,112852.00
2024,1,1,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,1,22080,MX,MX,Breeze Aviation Group DBA  Breeze,2,0.00,3865199.00,3865199.00,0.00,0.00,0.00,0.00,3865199.00,0.00,569855.00,569855.00,0.00,0.00,0.00,0.00,0.00,569855.00,4435054.00,0.00,4435054.00,0.00,12015176.00,12015176.00,0.00,0.00,0.00,0.00,12015176.00,0.00,1771424.00,1771424.00,0.00,0.00,0.00,0.00,0.00,1771424.00,13786600.00,0.00,13786600.00
2024,1,1,22085,GCA,GCA,"Global Crossing Airlines, Inc.",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1006481.00,1006481.00,0.00,0.00,502055.00,0.00,502055.00,1508536.00,1006481.00,502055.00,1508536.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2581396.00,2581396.00,0.00,0.00,1300074.00,0.00,1300074.00,3881470.00,2581396.00,1300074.00,3881470.00
2024,1,2,19393,WN,WN,Southwest Airlines Co.,3,0.00,157759914.00,157759914.00,0.00,0.00,2110475.00,2110475.00,159870389.00,0.00,1376.00,1376.00,0.00,0.00,0.00,0.00,0.00,1376.00,157761290.00,2110475.00,159871765.00,0.00,449649730.00,449649730.00,0.00,0.00,6826203.00,6826203.00,456475933.00,0.00,4202.00,4202.00,0.00,0.00,0.00,0.00,0.00,4202.00,449653932.00,6826203.00,456480135.00
2024,1,2,19687,QX,QX,Horizon Air,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,2,19690,HA,HA,Hawaiian Airlines Inc.,3,0.00,14923088.00,14923088.00,0.00,5722298.00,0.00,5722298.00,20645386.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14923088.00,5722298.00,20645386.00,0.00,43571589.00,43571589.00,0.00,15011073.00,0.00,15011073.00,58582662.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43571589.00,15011073.00,58582662.00
2024,1,2,19790,DL,DL,Delta Air Lines Inc.,3,0.00,160567538.00,160567538.00,45614081.00,19692648.00,31587713.00,96894442.00,257461980.00,0.00,1113450.00,1113450.00,0.00,182782.00,14872.00,0.00,197654.00,1311104.00,161680988.00,97092096.00,258773084.00,0.00,448802358.00,448802358.00,127495928.00,55042923.00,88290824.00,270829675.00,719632033.00,0.00,3112204.00,3112204.00,0.00,510894.00,41570.00,0.00,552464.00,3664668.00,451914562.00,271382139.00,723296701.00
2024,1,2,19805,AA,AA,American Airlines Inc.,3,0.00,175109673.00,175109673.00,39424648.00,11708490.00,48313970.00,99447108.00,274556781.00,0.00,197538.00,197538.00,176246.00,19204.00,70299.00,0.00,265749.00,463287.00,175307211.00,99712857.00,275020068.00,0.00,478164694.00,478164694.00,108359672.00,31482326.00,137267705.00,277109703.00,755274397.00,0.00,546374.00,546374.00,499230.00,59929.00,202366.00,0.00,761525.00,1307899.00,478711068.00,277871228.00,756582296.00
2024,1,2,19874,8C,8C,Air Transport International,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174749.00,174749.00,0.00,0.00,11498.00,700592.00,712090.00,886839.00,174749.00,712090.00,886839.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,529970.00,529970.00,0.00,0.00,48486.00,2938642.00,2987128.00,3517098.00,529970.00,2987128.00,3517098.00
2024,1,2,19917,5X,5X,United Parcel Service,3,0.00,38328000.00,38328000.00,13364000.00,16048000.00,2292000.00,31704000.00,70032000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38328000.00,31704000.00,70032000.00,0.00,100126000.00,100126000.00,35388000.00,41807000.00,6182000.00,83377000.00,183503000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100126000.00,83377000.00,183503000.00
